nTasks=20;
nThreads=115;
nCPUs=5;
nCores=14;
rh=[432.16113966866016 427.8337223030803 135.07342900190142 444.70010273035723 278.80627985818273 218.32968457661394 267.95424921145707 111.56048490197712 165.21117628053986 217.49106307895505 157.5772867434193 102.87025023020027 389.95608332381823 175.4299329823625 321.3875525397231 149.4935752446759 480.2137727203422 423.2052163829118 386.925294091576 383.9344999327484 290.65393680098435 271.100406066898 370.6791476822685 318.0439869410485 247.74260811014287 439.5570956294639 157.4060467577079 169.32851147629333 180.48290833495923 217.8293843455196 378.3357850168019 326.85313515862964 270.7078344641352 186.58987552027685 233.06871465775916 463.50585740251427 254.9550650073217 432.6747130093238 337.9740288719157 158.57166140430382 355.6910045562434 314.21980424673825 234.047790656033 434.8841687648462 102.98024675136892 110.54987334019776 290.6998660527464 239.6983734603053 210.35464764834967 237.63569861409653 496.8884824328225 141.64623311819582 441.70097466459606 170.65116794460656 169.04977083813975 299.8265555217656 498.6199083634204 469.9561565323692 165.2949571926249 386.3778491461351 475.95536790070236 489.819839626317 348.3156722911443 485.9799630898617 387.06634595735125 489.4788169108544 414.0867531678981 185.27961698004873 249.26611841470438 415.5182765882583 364.9684819578902 259.4723412514966 243.6150825419721 434.65599323868463 288.8864683303075 336.69733889503937 414.4024927841281 141.09706274160249 117.94463065306061 318.55527622331283 384.33119964487685 132.7471304551858 483.6345478958278 426.856642437146 288.31799052595846 392.6345219249156 338.80405174356815 150.02865743955306 449.5477253963 263.6584980445609 267.7372717812284 147.55472832688702 361.5079998238298 464.424542952626 478.4261248284626 253.2966708690168 223.6243940841029 425.2353602397557 343.19211384355765 434.2760720810341 184.9723231501202 285.99524912743954 345.16797804356884 297.29123379880525 287.71894085280746 220.2171228963698 199.9507805203943 444.7114498732144 294.64863427802334 236.63528943043838 171.8351709915069 326.3329590705549 250.16268277559774 267.5512153543092 153.15182666927868];
rc=[9566.867058470441 5700.039804271979 9828.998557349285 7762.764891556681 8575.395642202935];
CK=[
	[1 1 1 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 1 1 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 1 1 1 1 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 1 1 1 1 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 1]
];
TH=[
	[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
